"ZipCode","Type","City","State","IsPrimaryCity"
"21520","Standard","ACCIDENT","MD","1"
"21521","Standard","BARTON","MD","1"
"21522","Standard","BITTINGER","MD","1"
"21523","Standard","BLOOMINGTON","MD","1"
"21524","POBox","CORRIGANVILLE","MD","1"
"21528","POBox","ECKHART MINES","MD","1"
"21529","POBox","ELLERSLIE","MD","1"
"21530","Standard","FLINTSTONE","MD","1"
"21531","Standard","FRIENDSVILLE","MD","1"
"21532","Standard","FROSTBURG","MD","1"
"21532","Standard","MIDLAND","MD","0"
"21536","Standard","GRANTSVILLE","MD","1"
"21536","Standard","JENNINGS","MD","0"
"21538","Standard","KITZMILLER","MD","1"
"21538","Standard","SHALLMAR","MD","0"
"21539","Standard","LONACONING","MD","1"
"21540","Standard","LUKE","MD","1"
"21540","Standard","WESTERNPORT","MD","0"
"21541","Standard","MC HENRY","MD","1"
"21542","POBox","MIDLAND","MD","1"
"21543","POBox","MIDLOTHIAN","MD","1"
"21545","Standard","MOUNT SAVAGE","MD","1"
"21550","Standard","OAKLAND","MD","1"
"21550","Standard","CRELLIN","MD","0"
"21550","Standard","DEER PARK","MD","0"
"21550","Standard","HUTTON","MD","0"
"21550","Standard","LOCH LYN HGHT","MD","0"
"21550","Standard","LOCH LYNN HEIGHTS","MD","0"
"21550","Standard","MNT LAKE PARK","MD","0"
"21550","Standard","MOUNTAIN LAKE PARK","MD","0"
"21550","Standard","MT LAKE PARK","MD","0"
"21550","Standard","MTIN LK PARK","MD","0"
"21555","Standard","OLDTOWN","MD","1"
"21556","POBox","PINTO","MD","1"
"21557","Standard","RAWLINGS","MD","1"
"21560","POBox","SPRING GAP","MD","1"
"21561","Standard","SWANTON","MD","1"
"21562","Standard","WESTERNPORT","MD","1"
"21562","Standard","MCCOOLE","MD","0"
"21601","Standard","EASTON","MD","1"
"21607","Standard","BARCLAY","MD","1"
"21609","POBox","BETHLEHEM","MD","1"
"21610","Standard","BETTERTON","MD","1"
"21612","Standard","BOZMAN","MD","1"
"21613","Standard","CAMBRIDGE","MD","1"
"21617","Standard","CENTREVILLE","MD","1"
"21619","Standard","CHESTER","MD","1"
"21620","Standard","CHESTERTOWN","MD","1"
"21622","Standard","CHURCH CREEK","MD","1"
"21623","Standard","CHURCH HILL","MD","1"
"21624","POBox","CLAIBORNE","MD","1"
"21625","Standard","CORDOVA","MD","1"
"21626","Standard","CRAPO","MD","1"
"21627","Standard","CROCHERON","MD","1"
"21628","POBox","CRUMPTON","MD","1"
"21629","Standard","DENTON","MD","1"
"21631","Standard","EAST NEW MARKET","MD","1"
"21631","Standard","E NEW MARKET","MD","0"
"21632","Standard","FEDERALSBURG","MD","1"
"21634","Standard","FISHING CREEK","MD","1"
"21635","Standard","GALENA","MD","1"
"21635","Standard","GOLTS","MD","0"
"21636","Standard","GOLDSBORO","MD","1"
"21638","Standard","GRASONVILLE","MD","1"
"21639","Standard","GREENSBORO","MD","1"
"21640","Standard","HENDERSON","MD","1"
"21641","POBox","HILLSBORO","MD","1"
"21643","Standard","HURLOCK","MD","1"
"21644","Standard","INGLESIDE","MD","1"
"21645","Standard","KENNEDYVILLE","MD","1"
"21647","Standard","MCDANIEL","MD","1"
"21648","Standard","MADISON","MD","1"
"21649","Standard","MARYDEL","MD","1"
"21650","Standard","MASSEY","MD","1"
"21651","Standard","MILLINGTON","MD","1"
"21652","POBox","NEAVITT","MD","1"
"21653","POBox","NEWCOMB","MD","1"
"21654","Standard","OXFORD","MD","1"
"21655","Standard","PRESTON","MD","1"
"21656","POBox","PRICE","MD","1"
"21656","POBox","CHURCH HILL","MD","0"
"21657","Standard","QUEEN ANNE","MD","1"
"21658","Standard","QUEENSTOWN","MD","1"
"21659","Standard","RHODESDALE","MD","1"
"21659","Standard","BROOKVIEW","MD","0"
"21659","Standard","ELDORADO","MD","0"
"21659","Standard","GALESTOWN","MD","0"
"21660","Standard","RIDGELY","MD","1"
"21661","Standard","ROCK HALL","MD","1"
"21662","Standard","ROYAL OAK","MD","1"
"21663","Standard","SAINT MICHAELS","MD","1"
"21663","Standard","ST MICHAELS","MD","0"
"21664","POBox","SECRETARY","MD","1"
"21665","Standard","SHERWOOD","MD","1"
"21666","Standard","STEVENSVILLE","MD","1"
"21667","Standard","STILL POND","MD","1"
"21668","Standard","SUDLERSVILLE","MD","1"
"21669","POBox","TAYLORS ISLAND","MD","1"
"21669","POBox","TAYLORS IS","MD","0"
"21670","POBox","TEMPLEVILLE","MD","1"
"21671","Standard","TILGHMAN","MD","1"
"21672","Standard","TODDVILLE","MD","1"
"21673","Standard","TRAPPE","MD","1"
"21675","Standard","WINGATE","MD","1"
"21676","Standard","WITTMAN","MD","1"
"21677","Standard","WOOLFORD","MD","1"
"21678","Standard","WORTON","MD","1"
"21678","Standard","LYNCH","MD","0"
"21679","Standard","WYE MILLS","MD","1"
"21690","Unique","CHESTERTOWN","MD","1"
"21701","Standard","FREDERICK","MD","1"
"21702","Standard","FREDERICK","MD","1"
"21703","Standard","FREDERICK","MD","1"
"21704","Standard","FREDERICK","MD","1"
"21704","Standard","URBANA","MD","0"
"21705","POBox","FREDERICK","MD","1"
"21709","Unique","FREDERICK","MD","1"
"21710","Standard","ADAMSTOWN","MD","1"
"21710","Standard","DOUBS","MD","0"
"21711","Standard","BIG POOL","MD","1"
"21713","Standard","BOONSBORO","MD","1"
"21714","POBox","BRADDOCK HEIGHTS","MD","1"
"21714","POBox","BRADDOCK HTS","MD","0"
"21715","POBox","BROWNSVILLE","MD","1"
"21716","Standard","BRUNSWICK","MD","1"
"21717","POBox","BUCKEYSTOWN","MD","1"
"21718","Standard","BURKITTSVILLE","MD","1"
"21719","Standard","CASCADE","MD","1"
"21719","Standard","FORT RITCHIE","MD","0"
"21719","Standard","HIGHFIELD","MD","0"
"21720","POBox","CAVETOWN","MD","1"
"21721","POBox","CHEWSVILLE","MD","1"
"21722","Standard","CLEAR SPRING","MD","1"
"21722","Standard","BIG SPRING","MD","0"
"21723","Standard","COOKSVILLE","MD","1"
"21727","Standard","EMMITSBURG","MD","1"
"21733","Standard","FAIRPLAY","MD","1"
"21733","Standard","ST JAMES","MD","0"
"21734","POBox","FUNKSTOWN","MD","1"
"21737","Standard","GLENELG","MD","1"
"21738","Standard","GLENWOOD","MD","1"
"21740","Standard","HAGERSTOWN","MD","1"
"21741","POBox","HAGERSTOWN","MD","1"
"21742","Standard","HAGERSTOWN","MD","1"
"21746","Unique","HAGERSTOWN","MD","1"
"21747","POBox","HAGERSTOWN","MD","1"
"21749","Unique","HAGERSTOWN","MD","1"
"21750","Standard","HANCOCK","MD","1"
"21754","Standard","IJAMSVILLE","MD","1"
"21755","Standard","JEFFERSON","MD","1"
"21756","Standard","KEEDYSVILLE","MD","1"
"21757","Standard","KEYMAR","MD","1"
"21757","Standard","DETOUR","MD","0"
"21757","Standard","MIDDLEBURG","MD","0"
"21758","Standard","KNOXVILLE","MD","1"
"21758","Standard","BRUNSWICK","MD","0"
"21759","POBox","LADIESBURG","MD","1"
"21762","POBox","LIBERTYTOWN","MD","1"
"21765","POBox","LISBON","MD","1"
"21766","Standard","LITTLE ORLEANS","MD","1"
"21766","Standard","LTL ORLEANS","MD","0"
"21767","Standard","MAUGANSVILLE","MD","1"
"21769","Standard","MIDDLETOWN","MD","1"
"21770","Standard","MONROVIA","MD","1"
"21771","Standard","MOUNT AIRY","MD","1"
"21773","Standard","MYERSVILLE","MD","1"
"21774","Standard","NEW MARKET","MD","1"
"21775","POBox","NEW MIDWAY","MD","1"
"21776","Standard","NEW WINDSOR","MD","1"
"21777","Standard","POINT OF ROCKS","MD","1"
"21777","Standard","PT OF ROCKS","MD","0"
"21778","Standard","ROCKY RIDGE","MD","1"
"21779","Standard","ROHRERSVILLE","MD","1"
"21779","Standard","GAPLAND","MD","0"
"21780","Standard","SABILLASVILLE","MD","1"
"21781","POBox","SAINT JAMES","MD","1"
"21782","Standard","SHARPSBURG","MD","1"
"21783","Standard","SMITHSBURG","MD","1"
"21784","Standard","SYKESVILLE","MD","1"
"21784","Standard","ELDERSBURG","MD","0"
"21784","Standard","GAITHER","MD","0"
"21787","Standard","TANEYTOWN","MD","1"
"21788","Standard","THURMONT","MD","1"
"21788","Standard","GRACEHAM","MD","0"
"21790","Standard","TUSCARORA","MD","1"
"21791","Standard","UNION BRIDGE","MD","1"
"21791","Standard","LINWOOD","MD","0"
"21792","POBox","UNIONVILLE","MD","1"
"21793","Standard","WALKERSVILLE","MD","1"
"21794","Standard","WEST FRIENDSHIP","MD","1"
"21794","Standard","W FRIENDSHIP","MD","0"
"21795","Standard","WILLIAMSPORT","MD","1"
"21797","Standard","WOODBINE","MD","1"
"21798","Standard","WOODSBORO","MD","1"
"21801","Standard","SALISBURY","MD","1"
"21802","POBox","SALISBURY","MD","1"
"21803","POBox","SALISBURY","MD","1"
"21804","Standard","SALISBURY","MD","1"
"21810","POBox","ALLEN","MD","1"
"21811","Standard","BERLIN","MD","1"
"21811","Standard","OCEAN PINES","MD","0"
"21811","Standard","OCEAN PNES","MD","0"
"21813","Standard","BISHOPVILLE","MD","1"
"21814","Standard","BIVALVE","MD","1"
"21817","Standard","CRISFIELD","MD","1"
"21821","Standard","DEAL ISLAND","MD","1"
"21821","Standard","CHANCE","MD","0"
"21821","Standard","DAMES QUARTER","MD","0"
"21821","Standard","WENONA","MD","0"
"21822","Standard","EDEN","MD","1"
"21824","Standard","EWELL","MD","1"
"21826","Standard","FRUITLAND","MD","1"
"21829","Standard","GIRDLETREE","MD","1"
"21830","Standard","HEBRON","MD","1"
"21835","Standard","LINKWOOD","MD","1"
"21836","POBox","MANOKIN","MD","1"
"21837","Standard","MARDELA SPRINGS","MD","1"
"21837","Standard","MARDELA","MD","0"
"21837","Standard","MARDELA SPGS","MD","0"
"21838","Standard","MARION STATION","MD","1"
"21838","Standard","MARION","MD","0"
"21838","Standard","MARION STA","MD","0"
"21840","Standard","NANTICOKE","MD","1"
"21841","Standard","NEWARK","MD","1"
"21842","Standard","OCEAN CITY","MD","1"
"21843","POBox","OCEAN CITY","MD","1"
"21849","Standard","PARSONSBURG","MD","1"
"21850","Standard","PITTSVILLE","MD","1"
"21851","Standard","POCOMOKE CITY","MD","1"
"21852","POBox","POWELLVILLE","MD","1"
"21853","Standard","PRINCESS ANNE","MD","1"
"21856","Standard","QUANTICO","MD","1"
"21857","POBox","REHOBETH","MD","1"
"21861","POBox","SHARPTOWN","MD","1"
"21862","Standard","SHOWELL","MD","1"
"21863","Standard","SNOW HILL","MD","1"
"21864","Standard","STOCKTON","MD","1"
"21865","Standard","TYASKIN","MD","1"
"21866","POBox","TYLERTON","MD","1"
"21867","POBox","UPPER FAIRMOUNT","MD","1"
"21867","POBox","FAIRMOUNT","MD","0"
"21867","POBox","UPPER FAIRMT","MD","0"
"21867","POBox","UPPER HILL","MD","0"
"21869","Standard","VIENNA","MD","1"
"21871","Standard","WESTOVER","MD","1"
"21872","Standard","WHALEYVILLE","MD","1"
"21874","Standard","WILLARDS","MD","1"
"21875","Standard","DELMAR","MD","1"
"21890","Unique","WESTOVER","MD","1"
"21901","Standard","NORTH EAST","MD","1"
"21902","POBox","PERRY POINT","MD","1"
"21903","Standard","PERRYVILLE","MD","1"
"21904","Standard","PORT DEPOSIT","MD","1"
"21904","Standard","BAINBRIDGE","MD","0"
"21911","Standard","RISING SUN","MD","1"
"21912","Standard","WARWICK","MD","1"
"21913","POBox","CECILTON","MD","1"
"21914","POBox","CHARLESTOWN","MD","1"
"21915","Standard","CHESAPEAKE CITY","MD","1"
"21915","Standard","CHESAPEAKE CY","MD","0"
"21916","POBox","CHILDS","MD","1"
"21917","Standard","COLORA","MD","1"
"21918","Standard","CONOWINGO","MD","1"
"21919","Standard","EARLEVILLE","MD","1"
"21920","POBox","ELK MILLS","MD","1"
"21921","Standard","ELKTON","MD","1"
"21922","POBox","ELKTON","MD","1"
"21930","POBox","GEORGETOWN","MD","1"
"22003","Standard","ANNANDALE","VA","1"
"22009","POBox","BURKE","VA","1"
"22009","POBox","SPRINGFIELD","VA","0"
"22015","Standard","BURKE","VA","1"
"22015","Standard","SPRINGFIELD","VA","0"
"22025","Standard","DUMFRIES","VA","1"
"22025","Standard","MONTCLAIR","VA","0"
"22026","Standard","DUMFRIES","VA","1"
"22026","Standard","SOUTHBRIDGE","VA","0"
"22027","Standard","DUNN LORING","VA","1"
"22027","Standard","VIENNA","VA","0"
"22030","Standard","FAIRFAX","VA","1"
"22031","Standard","FAIRFAX","VA","1"
"22032","Standard","FAIRFAX","VA","1"
"22033","Standard","FAIRFAX","VA","1"
"22034","Standard","FAIRFAX","VA","1"
"22035","Standard","FAIRFAX","VA","1"
"22036","Standard","FAIRFAX","VA","1"
"22037","Unique","FAIRFAX","VA","1"
"22038","POBox","FAIRFAX","VA","1"
"22039","Standard","FAIRFAX STATION","VA","1"
"22039","Standard","FAIRFAX STA","VA","0"
"22039","Standard","FX STATION","VA","0"
"22040","POBox","FALLS CHURCH","VA","1"
"22041","Standard","FALLS CHURCH","VA","1"
"22041","Standard","BAILEYS CROSSROADS","VA","0"
"22041","Standard","BAILEYS XRDS","VA","0"
"22042","Standard","FALLS CHURCH","VA","1"
"22042","Standard","MOSBY","VA","0"
"22043","Standard","FALLS CHURCH","VA","1"
"22043","Standard","PIMMIT","VA","0"
"22044","Standard","FALLS CHURCH","VA","1"
"22046","Standard","FALLS CHURCH","VA","1"
"22060","Standard","FORT BELVOIR","VA","1"
"22060","Standard","FT BELVOIR","VA","0"
"22066","Standard","GREAT FALLS","VA","1"
"22067","Standard","GREENWAY","VA","1"
"22067","Standard","MC LEAN","VA","0"
"22079","Standard","LORTON","VA","1"
"22079","Standard","MASON NECK","VA","0"
"22081","Standard","MERRIFIELD","VA","1"
"22082","Unique","MERRIFIELD","VA","1"
"22095","Unique","HERNDON","VA","1"
"22096","Unique","RESTON","VA","1"
"22101","Standard","MC LEAN","VA","1"
"22102","Standard","MC LEAN","VA","1"
"22103","POBox","WEST MCLEAN","VA","1"
"22106","POBox","MC LEAN","VA","1"
"22106","POBox","MCLEAN","VA","0"
"22107","Unique","MC LEAN","VA","1"
"22108","Unique","MC LEAN","VA","1"
"22109","Unique","MC LEAN","VA","1"
"22116","POBox","MERRIFIELD","VA","1"
"22118","Unique","MERRIFIELD","VA","1"
"22119","Unique","MERRIFIELD","VA","1"
"22121","POBox","MOUNT VERNON","VA","1"
"22122","POBox","NEWINGTON","VA","1"
"22124","Standard","OAKTON","VA","1"
"22124","Standard","VIENNA","VA","0"
"22125","POBox","OCCOQUAN","VA","1"
"22134","Standard","QUANTICO","VA","1"
"22135","Unique","QUANTICO","VA","1"
"22150","Standard","SPRINGFIELD","VA","1"
"22151","Standard","SPRINGFIELD","VA","1"
"22152","Standard","SPRINGFIELD","VA","1"
"22152","Standard","W SPRINGFIELD","VA","0"
"22152","Standard","WEST SPRINGFIELD","VA","0"
"22153","Standard","SPRINGFIELD","VA","1"
"22156","Unique","SPRINGFIELD","VA","1"
"22158","Unique","SPRINGFIELD","VA","1"
"22159","Unique","SPRINGFIELD","VA","1"
"22160","Unique","SPRINGFIELD","VA","1"
"22161","Unique","SPRINGFIELD","VA","1"
"22172","Standard","TRIANGLE","VA","1"
"22180","Standard","VIENNA","VA","1"
"22181","Standard","VIENNA","VA","1"
"22182","Standard","VIENNA","VA","1"
"22182","Standard","TYSONS","VA","0"
"22182","Standard","TYSONS CORNER","VA","0"
"22183","POBox","VIENNA","VA","1"
"22185","Unique","VIENNA","VA","1"
"22191","Standard","WOODBRIDGE","VA","1"
"22192","Standard","WOODBRIDGE","VA","1"
"22192","Standard","LAKE RIDGE","VA","0"
"22192","Standard","PRINCE WILLIAM","VA","0"
"22192","Standard","PRINCE WM","VA","0"
"22193","Standard","WOODBRIDGE","VA","1"
"22194","POBox","WOODBRIDGE","VA","1"
"22195","POBox","WOODBRIDGE","VA","1"
"22199","POBox","LORTON","VA","1"
"22201","Standard","ARLINGTON","VA","1"
"22202","Standard","ARLINGTON","VA","1"
"22203","Standard","ARLINGTON","VA","1"
"22204","Standard","ARLINGTON","VA","1"
"22205","Standard","ARLINGTON","VA","1"
"22206","Standard","ARLINGTON","VA","1"
"22207","Standard","ARLINGTON","VA","1"
"22209","Standard","ARLINGTON","VA","1"
"22209","Standard","ROSSLYN","VA","0"
"22210","POBox","ARLINGTON","VA","1"
"22211","Standard","FORT MYER","VA","1"
"22211","Standard","FT MYER","VA","0"
"22212","Unique","ARLINGTON","VA","1"
"22213","Standard","ARLINGTON","VA","1"
"22214","Standard","ARLINGTON","VA","1"
"22215","POBox","ARLINGTON","VA","1"
"22216","POBox","ARLINGTON","VA","1"
"22217","Unique","ARLINGTON","VA","1"
"22219","POBox","ARLINGTON","VA","1"
"22225","Unique","ARLINGTON","VA","1"
"22226","Unique","ARLINGTON","VA","1"
"22227","Unique","ARLINGTON","VA","1"
"22230","Unique","ARLINGTON","VA","1"
"22240","Unique","ARLINGTON","VA","1"
"22241","Unique","ARLINGTON","VA","1"
"22242","Unique","ARLINGTON","VA","1"
"22243","Unique","ARLINGTON","VA","1"
"22244","Unique","ARLINGTON","VA","1"
"22245","Unique","ARLINGTON","VA","1"
"22246","Unique","ARLINGTON","VA","1"
"22301","Standard","ALEXANDRIA","VA","1"
"22301","Standard","POTOMAC","VA","0"
"22302","Standard","ALEXANDRIA","VA","1"
"22303","Standard","ALEXANDRIA","VA","1"
"22303","Standard","JEFFERSON MANOR","VA","0"
"22303","Standard","JEFFERSON MNR","VA","0"
"22304","Standard","ALEXANDRIA","VA","1"
"22305","Standard","ALEXANDRIA","VA","1"
"22306","Standard","ALEXANDRIA","VA","1"
"22306","Standard","COMMUNITY","VA","0"
"22307","Standard","ALEXANDRIA","VA","1"
"22307","Standard","BELLEVIEW","VA","0"
"22308","Standard","ALEXANDRIA","VA","1"
"22308","Standard","FORT HUNT","VA","0"
"22309","Standard","ALEXANDRIA","VA","1"
"22309","Standard","ENGLESIDE","VA","0"
"22310","Standard","ALEXANDRIA","VA","1"
"22310","Standard","FRANCONIA","VA","0"
"22311","Standard","ALEXANDRIA","VA","1"
"22312","Standard","ALEXANDRIA","VA","1"
"22312","Standard","LINCOLNIA","VA","0"
"22313","POBox","ALEXANDRIA","VA","1"
"22314","Standard","ALEXANDRIA","VA","1"
"22315","Standard","ALEXANDRIA","VA","1"
"22320","POBox","ALEXANDRIA","VA","1"
"22331","Standard","ALEXANDRIA","VA","1"
"22332","Standard","ALEXANDRIA","VA","1"
"22333","Unique","ALEXANDRIA","VA","1"
"22334","Unique","ALEXANDRIA","VA","1"
"22350","Unique","ALEXANDRIA","VA","1"
"22401","Standard","FREDERICKSBURG","VA","1"
"22402","POBox","FREDERICKSBURG","VA","1"
"22403","POBox","FREDERICKSBURG","VA","1"
"22404","POBox","FREDERICKSBURG","VA","1"
"22405","Standard","FREDERICKSBURG","VA","1"
"22406","Standard","FREDERICKSBURG","VA","1"
"22407","Standard","FREDERICKSBURG","VA","1"
"22408","Standard","FREDERICKSBURG","VA","1"
"22412","Unique","FREDERICKSBURG","VA","1"
"22427","Standard","BOWLING GREEN","VA","1"
"22428","Unique","BOWLING GREEN","VA","1"
"22430","POBox","BROOKE","VA","1"
"22430","POBox","STAFFORD","VA","0"
"22432","Standard","BURGESS","VA","1"
"22433","Standard","BURR HILL","VA","1"
"22435","Standard","CALLAO","VA","1"
"22436","Standard","CARET","VA","1"
"22436","Standard","SUPPLY","VA","0"
"22437","Standard","CENTER CROSS","VA","1"
"22438","Standard","CHAMPLAIN","VA","1"
"22442","POBox","COLES POINT","VA","1"
"22443","Standard","COLONIAL BEACH","VA","1"
"22443","Standard","COLONIAL BCH","VA","0"
"22443","Standard","OAK GROVE","VA","0"
"22443","Standard","WASHGTNS BRHP","VA","0"
"22443","Standard","WASHINGTONS BIRTHPLACE","VA","0"
"22446","POBox","CORBIN","VA","1"
"22448","Standard","DAHLGREN","VA","1"
"22451","POBox","DOGUE","VA","1"
"22454","Standard","DUNNSVILLE","VA","1"
"22454","Standard","HOWERTONS","VA","0"
"22456","POBox","EDWARDSVILLE","VA","1"
"22460","Standard","FARNHAM","VA","1"
"22463","POBox","GARRISONVILLE","VA","1"
"22469","Standard","HAGUE","VA","1"
"22471","POBox","HARTWOOD","VA","1"
"22472","POBox","HAYNESVILLE","VA","1"
"22473","Standard","HEATHSVILLE","VA","1"
"22476","Standard","HUSTLE","VA","1"
"22480","Standard","IRVINGTON","VA","1"
"22481","POBox","JERSEY","VA","1"
"22482","Standard","KILMARNOCK","VA","1"
"22485","Standard","KING GEORGE","VA","1"
"22488","Standard","KINSALE","VA","1"
"22501","POBox","LADYSMITH","VA","1"
"22503","Standard","LANCASTER","VA","1"
"22504","Standard","LANEVIEW","VA","1"
"22507","POBox","LIVELY","VA","1"
"22508","Standard","LOCUST GROVE","VA","1"
"22508","Standard","LAKE OF THE WOODS","VA","0"
"22508","Standard","LAKE OF WOODS","VA","0"
"22508","Standard","MINE RUN","VA","0"
"22509","Standard","LORETTO","VA","1"
"22511","Standard","LOTTSBURG","VA","1"
"22511","Standard","LEWISETTA","VA","0"
"22513","POBox","MERRY POINT","VA","1"
"22514","Standard","MILFORD","VA","1"
"22517","POBox","MOLLUSK","VA","1"
"22520","Standard","MONTROSS","VA","1"
"22523","POBox","MORATTICO","VA","1"
"22524","POBox","MOUNT HOLLY","VA","1"
"22526","POBox","NINDE","VA","1"
"22528","POBox","NUTTSVILLE","VA","1"
"22529","POBox","OLDHAMS","VA","1"
"22530","POBox","OPHELIA","VA","1"
"22534","Standard","PARTLOW","VA","1"
"22535","Standard","PORT ROYAL","VA","1"
"22538","Standard","RAPPAHANNOCK ACADEMY","VA","1"
"22539","Standard","REEDVILLE","VA","1"
"22542","Standard","RHOADESVILLE","VA","1"
"22544","POBox","ROLLINS FORK","VA","1"
"22545","POBox","RUBY","VA","1"
"22546","Standard","RUTHER GLEN","VA","1"
"22547","POBox","SEALSTON","VA","1"
"22548","POBox","SHARPS","VA","1"
"22551","Standard","SPOTSYLVANIA","VA","1"
"22552","POBox","SPARTA","VA","1"
"22553","Standard","SPOTSYLVANIA","VA","1"
"22553","Standard","SNELL","VA","0"
"22554","Standard","STAFFORD","VA","1"
"22555","POBox","STAFFORD","VA","1"
"22556","Standard","STAFFORD","VA","1"
"22558","POBox","STRATFORD","VA","1"
"22560","Standard","TAPPAHANNOCK","VA","1"
"22565","POBox","THORNBURG","VA","1"
"22567","Standard","UNIONVILLE","VA","1"
"22570","POBox","VILLAGE","VA","1"
"22572","Standard","WARSAW","VA","1"
"22576","Standard","WEEMS","VA","1"
"22577","POBox","SANDY POINT","VA","1"
"22578","Standard","WHITE STONE","VA","1"
"22579","POBox","WICOMICO CHURCH","VA","1"
"22579","POBox","WICOMICO CHUR","VA","0"
"22580","Standard","WOODFORD","VA","1"
"22581","POBox","ZACATA","VA","1"
"22601","Standard","WINCHESTER","VA","1"
"22602","Standard","WINCHESTER","VA","1"
"22603","Standard","WINCHESTER","VA","1"
"22603","Standard","HAYFIELD","VA","0"
"22604","POBox","WINCHESTER","VA","1"
"22610","Standard","BENTONVILLE","VA","1"
"22611","Standard","BERRYVILLE","VA","1"
"22611","Standard","MOUNT WEATHER","VA","0"
"22620","Standard","BOYCE","VA","1"
"22622","POBox","BRUCETOWN","VA","1"
"22623","POBox","CHESTER GAP","VA","1"
"22624","Standard","CLEAR BROOK","VA","1"
"22625","Standard","CROSS JUNCTION","VA","1"
"22625","Standard","CROSS JNCT","VA","0"
"22625","Standard","WHITACRE","VA","0"
"22626","POBox","FISHERS HILL","VA","1"
"22627","Standard","FLINT HILL","VA","1"
"22627","Standard","HUNTLY","VA","0"
"22630","Standard","FRONT ROYAL","VA","1"
"22630","Standard","LAKE FREDERICK","VA","0"
"22630","Standard","LK FREDERICK","VA","0"
"22630","Standard","RIVERTON","VA","0"
"22637","Standard","GORE","VA","1"
"22639","Standard","HUME","VA","1"
"22640","Standard","HUNTLY","VA","1"
"22641","Standard","STRASBURG","VA","1"
"22641","Standard","LEBANON CH","VA","0"
"22641","Standard","LEBANON CHURCH","VA","0"
"22642","Standard","LINDEN","VA","1"
"22643","Standard","MARKHAM","VA","1"
"22644","Standard","MAURERTOWN","VA","1"
"22645","Standard","MIDDLETOWN","VA","1"
"22646","POBox","MILLWOOD","VA","1"
"22649","Standard","MIDDLETOWN","VA","1"
"22649","Standard","RELIANCE","VA","0"
"22650","Standard","RILEYVILLE","VA","1"
"22652","Standard","FORT VALLEY","VA","1"
"22652","Standard","SAINT DAVIDS CHURCH","VA","0"
"22652","Standard","SEVEN FOUNTAINS","VA","0"
"22652","Standard","SEVEN FOUNTNS","VA","0"
"22652","Standard","ST DAVIDS CH","VA","0"
"22654","Standard","STAR TANNERY","VA","1"
"22655","Standard","STEPHENS CITY","VA","1"
"22656","Standard","STEPHENSON","VA","1"
"22657","Standard","STRASBURG","VA","1"
"22660","Standard","TOMS BROOK","VA","1"
"22663","Standard","WHITE POST","VA","1"
"22664","Standard","WOODSTOCK","VA","1"
"22701","Standard","CULPEPER","VA","1"
"22709","Standard","ARODA","VA","1"
"22711","Standard","BANCO","VA","1"
"22712","Standard","BEALETON","VA","1"
"22712","Standard","MORRISVILLE","VA","0"
"22713","Standard","BOSTON","VA","1"
"22714","Standard","BRANDY STATION","VA","1"
"22715","Standard","BRIGHTWOOD","VA","1"
"22716","Standard","CASTLETON","VA","1"
"22718","Standard","ELKWOOD","VA","1"
"22719","Standard","ETLAN","VA","1"
"22719","Standard","MADISON","VA","0"
"22720","Standard","GOLDVEIN","VA","1"
"22722","Standard","HAYWOOD","VA","1"
"22723","Standard","HOOD","VA","1"
"22724","Standard","JEFFERSONTON","VA","1"
"22725","Standard","LEON","VA","1"
"22726","Standard","LIGNUM","VA","1"
"22727","Standard","MADISON","VA","1"
"22728","Standard","MIDLAND","VA","1"
"22729","Standard","MITCHELLS","VA","1"
"22730","Standard","OAKPARK","VA","1"
"22731","Standard","PRATTS","VA","1"
"22732","Standard","RADIANT","VA","1"
"22733","Standard","RAPIDAN","VA","1"
"22734","Standard","REMINGTON","VA","1"
"22735","Standard","REVA","VA","1"
"22736","Standard","RICHARDSVILLE","VA","1"
"22737","Standard","RIXEYVILLE","VA","1"
"22738","Standard","ROCHELLE","VA","1"
"22738","Standard","UNO","VA","0"
"22739","POBox","SOMERVILLE","VA","1"
"22740","Standard","SPERRYVILLE","VA","1"
"22741","Standard","STEVENSBURG","VA","1"
"22742","Standard","SUMERDUCK","VA","1"
"22743","Standard","SYRIA","VA","1"
"22746","Standard","VIEWTOWN","VA","1"
"22747","Standard","WASHINGTON","VA","1"
"22748","POBox","WOLFTOWN","VA","1"
"22749","Standard","WOODVILLE","VA","1"
"22801","Standard","HARRISONBURG","VA","1"
"22802","Standard","HARRISONBURG","VA","1"
"22803","POBox","HARRISONBURG","VA","1"
"22807","Unique","HARRISONBURG","VA","1"
"22810","Standard","BASYE","VA","1"
"22811","Standard","BERGTON","VA","1"
"22812","Standard","BRIDGEWATER","VA","1"
"22815","Standard","BROADWAY","VA","1"
"22820","Standard","CRIDERS","VA","1"
"22821","Standard","DAYTON","VA","1"
"22821","Standard","MONTEZUMA","VA","0"
"22824","Standard","EDINBURG","VA","1"
"22827","Standard","ELKTON","VA","1"
"22830","Standard","FULKS RUN","VA","1"
"22831","Standard","HINTON","VA","1"
"22832","Standard","KEEZLETOWN","VA","1"
"22833","POBox","LACEY SPRING","VA","1"
"22834","Standard","LINVILLE","VA","1"
"22835","Standard","LURAY","VA","1"
"22840","Standard","MC GAHEYSVILLE","VA","1"
"22841","Standard","MOUNT CRAWFORD","VA","1"
"22842","Standard","MOUNT JACKSON","VA","1"
