City,JobTitle,COUNT(LoanAmount)
KALAHEO,"OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS",1
KALAHEO,"OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS",1
KALAHEO,"OFFICES OF CHIROPRACTORS",1
KALAHEO,"OFFICES OF DENTISTS",1
KALAHEO,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",1
KALAHEO,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",1
KALAHEO,"OTHER ACTIVITIES RELATED TO REAL ESTATE",1
KALAHEO,"OTHER DIRECT SELLING ESTABLISHMENTS",1
KALAHEO,"OTHER SERVICES TO BUILDINGS AND DWELLINGS",1
KALAHEO,"OUTPATIENT MENTAL HEALTH AND SUBSTANCE ABUSE CENTERS",1
KALAHEO,"PARKING LOTS AND GARAGES",1
KALAHEO,"PORTFOLIO MANAGEMENT",1
KALAHEO,"RESIDENTIAL PROPERTY MANAGERS",1
KALAHEO,"RESIDENTIAL REMODELERS",1
KALAHEO,"ROOFING CONTRACTORS",1
KALAHEO,"SCENIC AND SIGHTSEEING TRANSPORTATION, WATER",1
KALAHEO,"SHELLFISH FARMING",1
KALAHEO,"SITE PREPARATION CONTRACTORS",1
KALAHEO,"SNACK AND NONALCOHOLIC BEVERAGE BARS",1
KALAHEO,"SOYBEAN FARMING",1
KALAHEO,"SPORTS AND RECREATION INSTRUCTION",1
KALAHEO,"TESTING LABORATORIES",1
KALAHEO,"TRAVEL AGENCIES",1
KALAHEO,"VETERINARY SERVICES",1
KALAHEO,"WINDOW TREATMENT STORES",1
KAMUELA,"ALL OTHER BUSINESS SUPPORT SERVICES",1
KAMUELA,"ALL OTHER CONSUMER GOODS RENTAL",1
KAMUELA,"ALL OTHER GENERAL MERCHANDISE STORES",1
KAMUELA,"ALL OTHER INFORMATION SERVICES",1
KAMUELA,"ALL OTHER SPECIALTY FOOD STORES",1
KAMUELA,"ALL OTHER SPECIALTY TRADE CONTRACTORS",1
KAMUELA,"ALL OTHER SUPPORT SERVICES",1
KAMUELA,"ALL OTHER TELECOMMUNICATIONS",1
KAMUELA,"BEEF CATTLE RANCHING AND FARMING",1
KAMUELA,"BUSINESS ASSOCIATIONS",1
KAMUELA,"CARBON AND GRAPHITE PRODUCT MANUFACTURING",1
KAMUELA,"COLLECTION AGENCIES",1
KAMUELA,"COMPUTER SYSTEMS DESIGN SERVICES",1
KAMUELA,"CONSTRUCTION, MINING, AND FORESTRY MACHINERY AND EQUIPMENT RENTAL AND LEASING",1
KAMUELA,"CONVENIENCE STORES",1
KAMUELA,"CUSTOM COMPUTER PROGRAMMING SERVICES",1
KAMUELA,"FISH AND SEAFOOD MARKETS",1
KAMUELA,"FLORICULTURE PRODUCTION",1
KAMUELA,"FOOD (HEALTH) SUPPLEMENT STORES",1
KAMUELA,"FOOD SERVICE CONTRACTORS",1
KAMUELA,"GASOLINE STATIONS WITH CONVENIENCE STORES",1
KAMUELA,"GENERAL RENTAL CENTERS",1
KAMUELA,"GIFT, NOVELTY, AND SOUVENIR STORES",1
KAMUELA,"HAZARDOUS WASTE TREATMENT AND DISPOSAL",1
KAMUELA,"HOME AND GARDEN EQUIPMENT REPAIR AND MAINTENANCE",1
KAMUELA,"HOME HEALTH EQUIPMENT RENTAL",1
KAMUELA,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",1
KAMUELA,"INLAND WATER PASSENGER TRANSPORTATION",1
KAMUELA,"JEWELRY STORES",1
KAMUELA,"JEWELRY, WATCH, PRECIOUS STONE, AND PRECIOUS METAL MERCHANT WHOLESALERS",1
KAMUELA,"LESSORS OF OTHER REAL ESTATE PROPERTY",1
KAMUELA,"LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS",1
KAMUELA,"MASONRY CONTRACTORS",1
KAMUELA,"MEAT MARKETS",1
KAMUELA,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",1
KAMUELA,"MOTION PICTURE AND VIDEO PRODUCTION",1
KAMUELA,"MOTION PICTURE THEATERS (EXCEPT DRIVE-INS)",1
KAMUELA,MUSEUMS,1
KAMUELA,"MUSIC PUBLISHERS",1
KAMUELA,"NEW MULTIFAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",1
KAMUELA,"NURSING CARE FACILITIES (SKILLED NURSING FACILITIES)",1
KAMUELA,"OFFICE ADMINISTRATIVE SERVICES",1
KAMUELA,"OFFICES OF OPTOMETRISTS",1
KAMUELA,"OFFICES OF OTHER HOLDING COMPANIES",1
KAMUELA,"OFFICES OF REAL ESTATE APPRAISERS",1
KAMUELA,"OTHER COMPUTER RELATED SERVICES",1
KAMUELA,"OTHER GRANTMAKING AND GIVING SERVICES",1
KAMUELA,"OTHER INDIVIDUAL AND FAMILY SERVICES",1
KAMUELA,"OTHER MANAGEMENT CONSULTING SERVICES",1
KAMUELA,"OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS",1
KAMUELA,"OTHER MISCELLANEOUS NONDURABLE GOODS MERCHANT WHOLESALERS",1
KAMUELA,"OTHER RESIDENTIAL CARE FACILITIES",1
KAMUELA,"OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES",1
KAMUELA,"OTHER SERVICES TO BUILDINGS AND DWELLINGS",1
KAMUELA,"OTHER SIMILAR ORGANIZATIONS (EXCEPT BUSINESS, PROFESSIONAL, LABOR, AND POLITICAL ORGANIZATIONS)",1
KAMUELA,"OTHER SNACK FOOD MANUFACTURING",1
KAMUELA,"PERISHABLE PREPARED FOOD MANUFACTURING",1
KAMUELA,"PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING",1
KAMUELA,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITHOUT FACILITIES",1
KAMUELA,"READY-MIX CONCRETE MANUFACTURING",1
KAMUELA,"REAL ESTATE CREDIT",1
KAMUELA,"RECORD PRODUCTION AND DISTRIBUTION",1
KAMUELA,"RECREATIONAL GOODS RENTAL",1
KAMUELA,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",1
KAMUELA,"RETAIL BAKERIES",1
KAMUELA,"ROOFING CONTRACTORS",1
KAMUELA,SAWMILLS,1
KAMUELA,"SCENIC AND SIGHTSEEING TRANSPORTATION, LAND",1
KAMUELA,"SCENIC AND SIGHTSEEING TRANSPORTATION, WATER",1
KAMUELA,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",1
KAMUELA,"SECURITY GUARDS AND PATROL SERVICES",1
KAMUELA,"SEPTIC TANK AND RELATED SERVICES",1
KAMUELA,"SIGN MANUFACTURING",1
KAMUELA,"SNACK AND NONALCOHOLIC BEVERAGE BARS",1
KAMUELA,"SPORTS AND RECREATION INSTRUCTION",1
KAMUELA,"THEATER COMPANIES AND DINNER THEATERS",1
KAMUELA,"TILE AND TERRAZZO CONTRACTORS",1
KAMUELA,"TREE NUT FARMING",1
KAMUELA,"USED MERCHANDISE STORES",1
KANEOHE,"ADMINISTRATION OF URBAN PLANNING AND COMMUNITY AND RURAL DEVELOPMENT",1
KANEOHE,"ADVERTISING AGENCIES",1
KANEOHE,"ADVERTISING MATERIAL DISTRIBUTION SERVICES",1
KANEOHE,"ALL OTHER ANIMAL PRODUCTION",1
KANEOHE,"ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION",1
KANEOHE,"ALL OTHER MISCELLANEOUS WOOD PRODUCT MANUFACTURING",1
KANEOHE,"ALL OTHER OUTPATIENT CARE CENTERS",1
KANEOHE,"ALL OTHER TRANSPORTATION EQUIPMENT MANUFACTURING",1
KANEOHE,"ALL OTHER TRAVELER ACCOMMODATION",1
KANEOHE,"AUTOMOBILE DRIVING SCHOOLS",1
KANEOHE,"AUTOMOTIVE GLASS REPLACEMENT SHOPS",1
KANEOHE,"AUTOMOTIVE PARTS AND ACCESSORIES STORES",1
KANEOHE,"BOAT DEALERS",1
KANEOHE,"BUILDING INSPECTION SERVICES",1
KANEOHE,"CAR WASHES",1
KANEOHE,"CARPET AND UPHOLSTERY CLEANING SERVICES",1
KANEOHE,CATERERS,1
KANEOHE,"CHILD DAY CARE SERVICES",1
KANEOHE,"CIVIC AND SOCIAL ORGANIZATIONS",1
KANEOHE,"CLOTHING ACCESSORIES STORES",1
KANEOHE,"COMMERCIAL AND INDUSTRIAL MACHINERY AND EQUIPMENT (EXCEPT AUTOMOTIVE AND ELECTRONIC) REPAIR AND MAINTENANCE",1
KANEOHE,"COMMERCIAL PHOTOGRAPHY",1
KANEOHE,"COMPUTER SYSTEMS DESIGN SERVICES",1
KANEOHE,"CONSUMER ELECTRONICS REPAIR AND MAINTENANCE",1
KANEOHE,"COSMETICS, BEAUTY SUPPLIES, AND PERFUME STORES",1
KANEOHE,"DANCE COMPANIES",1
KANEOHE,"DENTAL LABORATORIES",1
KANEOHE,"DIRECT HEALTH AND MEDICAL INSURANCE CARRIERS",1
KANEOHE,"DRYWALL AND INSULATION CONTRACTORS",1
KANEOHE,"ELEMENTARY AND SECONDARY SCHOOLS",1
KANEOHE,"EMERGENCY AND OTHER RELIEF SERVICES",1
KANEOHE,"EMPLOYMENT PLACEMENT AGENCIES",1
KANEOHE,"ENGINEERING SERVICES",1
KANEOHE,"ENVIRONMENT, CONSERVATION AND WILDLIFE ORGANIZATIONS",1
KANEOHE,"ENVIRONMENTAL CONSULTING SERVICES",1
KANEOHE,"EXECUTIVE SEARCH SERVICES",1
KANEOHE,"EXTERMINATING AND PEST CONTROL SERVICES",1
KANEOHE,"FACILITIES SUPPORT SERVICES",1
KANEOHE,"FARM MANAGEMENT SERVICES",1
KANEOHE,"FARM SUPPLIES MERCHANT WHOLESALERS",1
KANEOHE,"FINFISH FARMING AND FISH HATCHERIES",1
KANEOHE,"FIRE PROTECTION",1
KANEOHE,"FLIGHT TRAINING",1
KANEOHE,"FLOORING CONTRACTORS",1
KANEOHE,"FLORICULTURE PRODUCTION",1
KANEOHE,FLORISTS,1
KANEOHE,"FOOD SERVICE CONTRACTORS",1
KANEOHE,"FREESTANDING AMBULATORY SURGICAL AND EMERGENCY CENTERS",1
KANEOHE,"FRESH FRUIT AND VEGETABLE MERCHANT WHOLESALERS",1
KANEOHE,"FRUIT AND VEGETABLE MARKETS",1
KANEOHE,"GIFT, NOVELTY, AND SOUVENIR STORES",1
KANEOHE,"GRAPHIC DESIGN SERVICES",1
KANEOHE,"HOME HEALTH CARE SERVICES",1
KANEOHE,"INDUSTRIAL AND PERSONAL SERVICE PAPER MERCHANT WHOLESALERS",1
KANEOHE,"INDUSTRIAL BUILDING CONSTRUCTION",1
KANEOHE,"INDUSTRIAL MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS",1
KANEOHE,"INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS",1
KANEOHE,"INVESTMENT ADVICE",1
KANEOHE,"LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS",1
KANEOHE,"LOCAL MESSENGERS AND LOCAL DELIVERY",1
KANEOHE,"LUMBER, PLYWOOD, MILLWORK, AND WOOD PANEL MERCHANT WHOLESALERS",1
KANEOHE,"METAL SERVICE CENTERS AND OTHER METAL MERCHANT WHOLESALERS",1
KANEOHE,"MOTOR VEHICLE PARTS (USED) MERCHANT WHOLESALERS",1
KANEOHE,"NURSERY AND TREE PRODUCTION",1
KANEOHE,"OFFICE ADMINISTRATIVE SERVICES",1
KANEOHE,"OFFICES OF OTHER HOLDING COMPANIES",1
KANEOHE,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",1
KANEOHE,"ONE-HOUR PHOTOFINISHING",1
KANEOHE,"OTHER BUILDING EQUIPMENT CONTRACTORS",1
KANEOHE,"OTHER BUILDING MATERIAL DEALERS",1
KANEOHE,"OTHER COMPUTER RELATED SERVICES",1
KANEOHE,"OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE",1
KANEOHE,"OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION",1
KANEOHE,"OTHER MILLWORK (INCLUDING FLOORING)",1
KANEOHE,"OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS",1
KANEOHE,"OTHER MISCELLANEOUS NONDURABLE GOODS MERCHANT WHOLESALERS",1
KANEOHE,"OTHER NONCITRUS FRUIT FARMING",1
KANEOHE,"OTHER PRESSED AND BLOWN GLASS AND GLASSWARE MANUFACTURING",1
KANEOHE,"OTHER RESIDENTIAL CARE FACILITIES",1
KANEOHE,"OTHER SERVICES RELATED TO ADVERTISING",1
KANEOHE,"OTHER SERVICES TO BUILDINGS AND DWELLINGS",1
KANEOHE,"OTHER SNACK FOOD MANUFACTURING",1
KANEOHE,"OTHER TECHNICAL AND TRADE SCHOOLS",1
KANEOHE,"PERIODICAL PUBLISHERS",1
KANEOHE,"PERISHABLE PREPARED FOOD MANUFACTURING",1
KANEOHE,"PET AND PET SUPPLIES STORES",1
KANEOHE,"PETROLEUM AND PETROLEUM PRODUCTS MERCHANT WHOLESALERS (EXCEPT BULK STATIONS AND TERMINALS)",1
KANEOHE,"PLUMBING FIXTURE FITTING AND TRIM MANUFACTURING",1
KANEOHE,"POURED CONCRETE FOUNDATION AND STRUCTURE CONTRACTORS",1
KANEOHE,"PRECISION TURNED PRODUCT MANUFACTURING",1
KANEOHE,"PRIVATE HOUSEHOLDS",1
KANEOHE,"PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING",1
KANEOHE,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITHOUT FACILITIES",1
KANEOHE,"REAL ESTATE CREDIT",1
KANEOHE,"RECORD PRODUCTION AND DISTRIBUTION",1
KANEOHE,"RECREATIONAL AND VACATION CAMPS (EXCEPT CAMPGROUNDS)",1
KANEOHE,"REUPHOLSTERY AND FURNITURE REPAIR",1
KANEOHE,"SCENIC AND SIGHTSEEING TRANSPORTATION, LAND",1
KANEOHE,"SERVICE ESTABLISHMENT EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",1
KANEOHE,"SERVICES FOR THE ELDERLY AND PERSONS WITH DISABILITIES",1
KANEOHE,"SHEET METAL WORK MANUFACTURING",1
KANEOHE,"SITE PREPARATION CONTRACTORS",1
KANEOHE,"SOFTWARE PUBLISHERS",1
KANEOHE,"SOLAR ELECTRIC POWER GENERATION",1
KANEOHE,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL",1
KANEOHE,"SPORTING AND ATHLETIC GOODS MANUFACTURING",1
KANEOHE,"SPORTING AND RECREATIONAL GOODS AND SUPPLIES MERCHANT WHOLESALERS",1
KANEOHE,"SPORTING GOODS STORES",1
KANEOHE,"SPORTS TEAMS AND CLUBS",1
KANEOHE,"SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES",1
KANEOHE,"THEATER COMPANIES AND DINNER THEATERS",1
KANEOHE,"TILE AND TERRAZZO CONTRACTORS",1
KANEOHE,"TRUCK, UTILITY TRAILER, AND RV (RECREATIONAL VEHICLE) RENTAL AND LEASING",1
KANEOHE,"TRUST, FIDUCIARY, AND CUSTODY ACTIVITIES",1
KANEOHE,"VENDING MACHINE OPERATORS",1
KANEOHE,"VOCATIONAL REHABILITATION SERVICES",1
KANEOHE,"WINDOW TREATMENT STORES",1
KAPAA,"ALL OTHER AUTOMOTIVE REPAIR AND MAINTENANCE",1
KAPAA,"ALL OTHER CONSUMER GOODS RENTAL",1
KAPAA,"ALL OTHER HEALTH AND PERSONAL CARE STORES",1
KAPAA,"ALL OTHER HOME FURNISHINGS STORES",1
KAPAA,"ALL OTHER INSURANCE RELATED ACTIVITIES",1
KAPAA,"ALL OTHER LEGAL SERVICES",1
KAPAA,"APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING",1
KAPAA,"APPLIANCE REPAIR AND MAINTENANCE",1
KAPAA,"ARCHITECTURAL SERVICES",1
KAPAA,"ART DEALERS",1
KAPAA,"BUILDING INSPECTION SERVICES",1
KAPAA,"CHILDREN'S AND INFANTS' CLOTHING STORES",1
KAPAA,"COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE",1
KAPAA,"CONFECTIONERY AND NUT STORES",1
KAPAA,"CONVENIENCE STORES",1
KAPAA,"DIRECT PROPERTY AND CASUALTY INSURANCE CARRIERS",1
KAPAA,"DRIVE-IN MOTION PICTURE THEATERS",1
KAPAA,"DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS",1
KAPAA,"DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)",1
KAPAA,"EDUCATIONAL SUPPORT SERVICES",1
KAPAA,"ELECTRICAL APPARATUS AND EQUIPMENT, WIRING SUPPLIES, AND RELATED EQUIPMENT MERCHANT WHOLESALERS",1
KAPAA,"FINFISH FISHING",1
KAPAA,"FINISH CARPENTRY CONTRACTORS",1
KAPAA,"FLAVORING SYRUP AND CONCENTRATE MANUFACTURING",1
KAPAA,"FLOORING CONTRACTORS",1
KAPAA,"FOOD SERVICE CONTRACTORS",1
KAPAA,"FROZEN SPECIALTY FOOD MANUFACTURING",1
KAPAA,"HOTELS (EXCEPT CASINO HOTELS) AND MOTELS",1
KAPAA,"HOUSEHOLD APPLIANCES, ELECTRIC HOUSEWARES, AND CONSUMER ELECTRONICS MERCHANT WHOLESALERS",1
KAPAA,"ICE CREAM AND FROZEN DESSERT MANUFACTURING",1
KAPAA,"INTERIOR DESIGN SERVICES",1
KAPAA,"JEWELRY, WATCH, PRECIOUS STONE, AND PRECIOUS METAL MERCHANT WHOLESALERS",1
KAPAA,"LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES)",1
KAPAA,"LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS",1
KAPAA,"LUMBER, PLYWOOD, MILLWORK, AND WOOD PANEL MERCHANT WHOLESALERS",1
KAPAA,"MARKETING CONSULTING SERVICES",1
KAPAA,"MOBILE FOOD SERVICES",1
KAPAA,MUSEUMS,1
KAPAA,"NAIL SALONS",1
KAPAA,"NEW HOUSING FOR-SALE BUILDERS",1
KAPAA,"OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS",1
KAPAA,"OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS)",1
KAPAA,"OFFICES OF OTHER HOLDING COMPANIES",1
KAPAA,"OTHER ACTIVITIES RELATED TO CREDIT INTERMEDIATION",1
KAPAA,"OTHER BUILDING EQUIPMENT CONTRACTORS",1
KAPAA,"OTHER CLOTHING STORES",1
KAPAA,"OTHER DIRECT INSURANCE (EXCEPT LIFE, HEALTH, AND MEDICAL) CARRIERS",1
KAPAA,"OTHER DIRECT SELLING ESTABLISHMENTS",1
KAPAA,"OTHER FARM PRODUCT RAW MATERIAL MERCHANT WHOLESALERS",1
KAPAA,"OTHER FOOD CROPS GROWN UNDER COVER",1
KAPAA,"OTHER FOUNDATION, STRUCTURE, AND BUILDING EXTERIOR CONTRACTORS",1
KAPAA,"OTHER MISCELLANEOUS NONDURABLE GOODS MERCHANT WHOLESALERS",1
KAPAA,"OTHER NONCITRUS FRUIT FARMING",1
KAPAA,"OTHER PERFORMING ARTS COMPANIES",1
KAPAA,"OTHER PERSONAL AND HOUSEHOLD GOODS REPAIR AND MAINTENANCE",1
KAPAA,"OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES",1
KAPAA,"OTHER SERVICES TO BUILDINGS AND DWELLINGS",1
KAPAA,"OTHER SPECIALIZED DESIGN SERVICES",1
KAPAA,"OUTDOOR POWER EQUIPMENT STORES",1
KAPAA,"PERIODICAL PUBLISHERS",1
KAPAA,"PET CARE (EXCEPT VETERINARY) SERVICES",1
KAPAA,"PHOTOGRAPHY STUDIOS, PORTRAIT",1
KAPAA,"POSTAL SERVICE",1
KAPAA,"PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING",1
KAPAA,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITHOUT FACILITIES",1
KAPAA,"RECREATIONAL GOODS RENTAL",1
KAPAA,"SCENIC AND SIGHTSEEING TRANSPORTATION, WATER",1
KAPAA,"SECURITY GUARDS AND PATROL SERVICES",1
KAPAA,"SPORTING GOODS STORES",1
KAPAA,"SUPERMARKETS AND OTHER GROCERY (EXCEPT CONVENIENCE) STORES",1
KAPAA,"SURGICAL APPLIANCE AND SUPPLIES MANUFACTURING",1
KAPAA,"TAXI SERVICE",1
KAPAA,"TILE AND TERRAZZO CONTRACTORS",1
KAPAA,"TRUCK, UTILITY TRAILER, AND RV (RECREATIONAL VEHICLE) RENTAL AND LEASING",1
KAPAA,"USED CAR DEALERS",1
KAPAA,"USED MERCHANDISE STORES",1
KAPAA,"WATER AND SEWER LINE AND RELATED STRUCTURES CONSTRUCTION",1
KAPAA,"WIRED TELECOMMUNICATIONS CARRIERS",1
KAPAA,"WOMEN'S CLOTHING STORES",1
KAPAA,"WOOD KITCHEN CABINET AND COUNTERTOP MANUFACTURING",1
KAPAAU,"ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES",1
KAPAAU,"BED-AND-BREAKFAST INNS",1
KAPAAU,"BEEF CATTLE RANCHING AND FARMING",1
KAPAAU,"FULL-SERVICE RESTAURANTS",1
KAPAAU,"GENERAL AUTOMOTIVE REPAIR",1
KAPAAU,"GIFT, NOVELTY, AND SOUVENIR STORES",1
KAPAAU,"HOTELS (EXCEPT CASINO HOTELS) AND MOTELS",1
KAPAAU,"INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS",1
KAPAAU,"LIMITED-SERVICE RESTAURANTS",1
KAPAAU,"NURSERY AND TREE PRODUCTION",1
KAPAAU,"NURSERY, GARDEN CENTER, AND FARM SUPPLY STORES",1
KAPAAU,"OFFICES OF DENTISTS",1
KAPAAU,"OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)",1
KAPAAU,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",1
KAPAAU,"PAINTING AND WALL COVERING CONTRACTORS",1
KAPAAU,"PHARMACIES AND DRUG STORES",1
KAPAAU,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",1
KAPAAU,"PRIVATE HOUSEHOLDS",1
KAPAAU,"RELIGIOUS ORGANIZATIONS",1
KAPAAU,"RESIDENTIAL REMODELERS",1
KAPAAU,"TAX PREPARATION SERVICES",1
KAPOLEI,"AGENTS AND MANAGERS FOR ARTISTS, ATHLETES, ENTERTAINERS, AND OTHER PUBLIC FIGURES",1
KAPOLEI,"ALL OTHER HEALTH AND PERSONAL CARE STORES",1
KAPOLEI,"ALL OTHER OUTPATIENT CARE CENTERS",1
KAPOLEI,"ALL OTHER SUPPORT ACTIVITIES FOR TRANSPORTATION",1
KAPOLEI,"ALL OTHER TRAVEL ARRANGEMENT AND RESERVATION SERVICES",1
KAPOLEI,"ALL OTHER TRAVELER ACCOMMODATION",1
KAPOLEI,"APPRENTICESHIP TRAINING",1
KAPOLEI,"ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING",1
KAPOLEI,"AUTOMOBILE DRIVING SCHOOLS",1
KAPOLEI,"AUTOMOTIVE GLASS REPLACEMENT SHOPS",1
KAPOLEI,"AUTOMOTIVE OIL CHANGE AND LUBRICATION SHOPS",1
KAPOLEI,"AUTOMOTIVE TRANSMISSION REPAIR",1
KAPOLEI,"BOAT DEALERS",1
KAPOLEI,"BOWLING CENTERS",1
KAPOLEI,"CHILD AND YOUTH SERVICES",1
KAPOLEI,"CIVIC AND SOCIAL ORGANIZATIONS",1
KAPOLEI,"CLOTHING ACCESSORIES STORES",1
KAPOLEI,"COMMERCIAL PHOTOGRAPHY",1
KAPOLEI,"COMMERCIAL, INDUSTRIAL, AND INSTITUTIONAL ELECTRIC LIGHTING FIXTURE MANUFACTURING",1
KAPOLEI,"COMPUTER SYSTEMS DESIGN SERVICES",1
KAPOLEI,"CONSTRUCTION AND MINING (EXCEPT OIL WELL) MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS",1
KAPOLEI,"CONVENIENCE STORES",1
KAPOLEI,"COSMETICS, BEAUTY SUPPLIES, AND PERFUME STORES",1
KAPOLEI,"CUSTOM ARCHITECTURAL WOODWORK AND MILLWORK MANUFACTURING",1
KAPOLEI,"DIRECT HEALTH AND MEDICAL INSURANCE CARRIERS",1
KAPOLEI,"DIRECT TITLE INSURANCE CARRIERS",1
KAPOLEI,"DRAFTING SERVICES",1
KAPOLEI,"DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS",1
KAPOLEI,"DRYWALL AND INSULATION CONTRACTORS",1
KAPOLEI,"EDUCATIONAL SUPPORT SERVICES",1
KAPOLEI,"ELEMENTARY AND SECONDARY SCHOOLS",1
KAPOLEI,"ENVIRONMENTAL CONSULTING SERVICES",1
KAPOLEI,"EXAM PREPARATION AND TUTORING",1
KAPOLEI,"FABRICATED STRUCTURAL METAL MANUFACTURING",1
KAPOLEI,"FAMILY CLOTHING STORES",1
KAPOLEI,"FINISH CARPENTRY CONTRACTORS",1
KAPOLEI,"FLOORING CONTRACTORS",1
KAPOLEI,FLORISTS,1
KAPOLEI,"FLOWER, NURSERY STOCK, AND FLORISTS' SUPPLIES MERCHANT WHOLESALERS",1
KAPOLEI,"GENERAL RENTAL CENTERS",1
KAPOLEI,"GLASS AND GLAZING CONTRACTORS",1
KAPOLEI,"GRAPHIC DESIGN SERVICES",1
KAPOLEI,"HIGHWAY, STREET, AND BRIDGE CONSTRUCTION",1
KAPOLEI,"HOME AND GARDEN EQUIPMENT REPAIR AND MAINTENANCE",1
KAPOLEI,"INDUSTRIAL AND PERSONAL SERVICE PAPER MERCHANT WHOLESALERS",1
KAPOLEI,"INDUSTRIAL MACHINERY AND EQUIPMENT MERCHANT WHOLESALERS",1
KAPOLEI,"INDUSTRIAL SUPPLIES MERCHANT WHOLESALERS",1
KAPOLEI,"INTERNET PUBLISHING AND BROADCASTING AND WEB SEARCH PORTALS",1
KAPOLEI,"INVESTIGATION SERVICES",1
KAPOLEI,"INVESTMENT ADVICE",1
KAPOLEI,"LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS",1
KAPOLEI,"LIMOUSINE SERVICE",1
KAPOLEI,"LOCAL MESSENGERS AND LOCAL DELIVERY",1
KAPOLEI,"LUMBER, PLYWOOD, MILLWORK, AND WOOD PANEL MERCHANT WHOLESALERS",1
KAPOLEI,"MARINE CARGO HANDLING",1
KAPOLEI,"MATERIALS RECOVERY FACILITIES",1
KAPOLEI,"METAL COATING, ENGRAVING (EXCEPT JEWELRY AND SILVERWARE), AND ALLIED SERVICES TO MANUFACTURERS",1
KAPOLEI,"NURSING CARE FACILITIES (SKILLED NURSING FACILITIES)",1
KAPOLEI,"OFFICE ADMINISTRATIVE SERVICES",1
KAPOLEI,"OFFICE SUPPLIES AND STATIONERY STORES",1
KAPOLEI,"OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS",1
KAPOLEI,"OFFICES OF LAWYERS",1
KAPOLEI,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",1
KAPOLEI,"OFFICES OF REAL ESTATE APPRAISERS",1
KAPOLEI,"OIL AND GAS PIPELINE AND RELATED STRUCTURES CONSTRUCTION",1
KAPOLEI,"OTHER BUILDING MATERIAL DEALERS",1
